,compound,score
270,C=C1C[C@@H](C2=NC3C(C)=CC=CC3=N2)N(C(=O)c2nc(C)sc2-c2ccc(C)c(C)c2)C1,1
271,O=C1c2ccccc2NC2=NCCN12,0
272,COc1cccc(NC(=O)Nc2cccn(Cc3ccc(C)cc3)c2=O)c1,0
273,Cc1cccc(C(=O)N2C3CCC2C(COc2ccc(F)cn2)C3)c1-n1nccn1,1
274,CCn1c([C@]2(C)CCCN2C(=O)c2cc(C)ccc2-n2nccn2)nc2c(C)c(Cl)ccc21,1
275,CCc1cnc(N[C@H]2CCC[C@@H]2NC(=O)c2ccccc2-n2nccn2)cn1,1
276,COc1ccc(Cc2noc(-c3ccc([N+](=O)[O-])cc3)n2)cc1OC,0
277,CC1(C)OC[C@H](NC(=O)Nc2ccccc2F)[C@H](c2ccccc2)O1,1
278,O=C(NC1CCCC1)c1ccccc1-c1nc2ccccc2[nH]1,0
279,Nc1cnn(-c2ccccc2)c(=O)c1Cl,0
280,Cc1cccc(C(=O)Nc2c(C(=O)N3CCN(C)CC3)cnn2-c2ccccc2)c1,0
281,CC1CCN(c2nncc3ccccc23)CC1,0
282,Cc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)s1,0
283,O=C(CN1C(=O)NC(Cc2ccccc2)(Cc2ccccc2)C1=O)NCC1CCCCC1,1
284,C=C1C[C@@H](C2=NC3C=C(OC)C=CC3=N2)N(C(=O)c2nc(C3CC3)sc2-c2cccc(Br)c2)C1,1
285,CCc1ccccc1N(CC(=O)NCc1ccc(OC)cc1)C(=O)CCC(=O)Nc1ccccn1,0
286,C[C@@H]1CC[C@@H](Oc2cc(N(C)C)ccn2)CN1C(=O)c1ccccc1-n1nccn1,1
287,Cc1cc(O)nc(Nc2ccc(N(C)C)cc2)n1,0
288,COc1cc(C(=O)N2CC[C@H]2c2nc(-c3cccc(Cl)c3C)no2)c(-n2nccn2)cc1C,1
289,Cc1ccccc1CN(C)C(=O)COC(=O)c1ccc2[nH]c(C)c(C)c2c1,1
290,COc1ccc(NC2CCN(CCc3ccccc3)CC2)c(OC)c1,0
291,O=C(c1cccc(F)c1-c1ncccn1)N1C2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,1
292,Cc1cc(-n2nccn2)c(C(=O)N2CC[C@H]2C2=NC(c3ccccc3OC(F)(F)F)N=N2)cc1Cl,1
293,CCOC(=O)C1(Cc2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)CC1,0
294,CC1C2CC(Oc3ccc(C(F)(F)F)nc3)C(C2)N1C(=O)c1ncccc1-n1nccn1,1
295,NC(=O)c1nsc(C(=O)N(Cc2cccnc2)C(C(=O)NCc2ccc(F)cc2)c2ccc(O)cc2)c1N,0
296,COc1ccc(NC(=O)Cn2nnc3sc4c(c3c2=O)CC(C)(C)OC4)cc1,0
297,Cc1ccc2nc3nc(NCC4CCCO4)c(C(=O)NCC4CCCO4)cc3c(=O)n2c1,1
298,Cc1ccc(-n2nccn2)c(C(=O)N2C3CCC2C(COc2cnccn2)C3)n1,1
299,Cc1noc(C)c1C(=O)Nc1nnc(CC(C)C)s1,0
300,O=C(COc1cc2oc(=O)c3c(c2cc1Cl)CCC3)NCc1ccccn1,0
301,CC1C2CC(Oc3ccc(C(F)(F)F)cn3)C(C2)N1C(=O)c1ncccc1-c1ncccn1,1
302,Cc1ccc2[nH]c(SCC(=O)Nc3ccc(F)c([N+](=O)[O-])c3)nc2c1,0
303,Cc1ccc(-n2nccn2)c(C(=O)NC2CCCC2Cc2ccc3ccccc3n2)c1,1
304,Cc1ccc(C)c(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCc2ccccc2)c1,1
305,Cc1cc(N2C(=O)C3CC=CC(C)C3C2=O)no1,0
306,O=C(CCNS(=O)(=O)c1cccc2nsnc12)NCc1ccco1,1
307,c1ccc(N2CCN(c3nc4cc5c(cc4s3)OCCO5)CC2)cc1,0
308,CCN(CCc1nc(C(C)(C)O)c(C)o1)C(=O)c1ccsc1-n1nccn1,1
309,C=CCn1c(S)nnc1-c1cccn(Cc2ccc(Cl)cc2Cl)c1=O,0
310,Fc1ccccc1NC1=NN=C(c2ccccc2)CS1,0
311,Cc1ccc(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncc(C(F)(F)F)cn2)c(-n2nccn2)c1,1
312,COc1cc(NC(=O)c2cccc(Cl)c2)c(OC)cc1NC(=O)CN1CCCCC1,0
313,CC(C)OCC(O)CN1CCN(CC(O)COc2ccc3c(c2)OCO3)CC1,0
314,COc1ccc(C(=O)N2CCC[C@H]2c2nc(-c3cccc(Cl)c3C)no2)c(-n2nccn2)c1,1
315,C[C@@H]1CCCN(C(=O)c2c(F)cccc2-n2nccn2)[C@@H]1CNc1ccc(C(F)(F)F)cn1,1
316,S=C(NCCc1ccccc1)NCc1cccc(Cl)c1,0
317,COc1ccc(C(NC(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2)cc1,0
318,COc1cccc(NC(=O)c2ccc(-c3ccccc3[N+](=O)[O-])o2)c1,0
319,O=C(Nc1ccc(F)c(F)c1)c1oc2ccccc2c1NC(=O)C1CCCO1,0
320,Cc1cc2c(N)nc(N3CC[C@@H](C)N(C(=O)c4ccccc4-n4nccn4)CC3)nc2s1,1
321,CC(=O)NCCC(=O)Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,1
322,COc1ccc(C(=O)CCNc2ccc(C)c(Cl)c2)cc1,0
323,CCOc1nc(SCCOc2ccccc2)nc(N(C)C)n1,0
324,COC(=O)c1ccccc1NC(=O)CCCn1nc([N+](=O)[O-])c(Br)c1C,1
325,Cc1onc(-c2ccccc2Cl)c1C(=O)N1CC[C@H]1c1nc(-c2ccccc2OC(F)(F)F)no1,1
326,O=C(N=Nc1c(O)[nH]c2ccccc12)c1cccs1,1
327,COc1ccc(CCN(C)C(=O)c2oc3ccccc3c2C)cc1OC,0
328,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2CC(=O)NCc2ccncc2)cc1OC,1
329,CCNC(=O)COC(=O)CNC(=O)c1cc(Cl)cc([N+](=O)[O-])c1,1
330,O=C(Nc1ccccc1F)n1ncc2cc(Cl)ccc21,0
331,COc1ccc2nc(NC(=O)C3CCCN3S(=O)(=O)c3ccc(C)cc3)sc2c1,1
332,CCCCN(CC)C(=O)C1CCCN(S(=O)(=O)c2cccc3nsnc23)C1,1
333,Cc1n[nH]c(NC=C2C(=O)N(C)C(=O)N(C)C2=O)c1-c1ccccc1,0
334,Cc1ccc(-n2nccn2)c(C(=O)N2C(C)C3CC(Oc4ccc(C(F)(F)F)nc4)C2C3)n1,1
335,CCN(CC)S(=O)(=O)c1ccc2c(c1)N(CC(=O)N(CCc1ccncc1)C(C)C)C(=O)CO2,0
336,Cc1nc(C(=O)N2CCCC2C2=NC3C(CO)=CC=CC3=N2)c(-c2cccc(Cl)c2)s1,1
337,Cc1noc(C)c1COc1ncnc2ccccc12,0
338,O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccco1,1
339,NC(=O)c1ccsc1NC(=O)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,0
340,O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)C1CCCC1,1
341,O=C(c1ncccc1-c1ncccn1)N1CC2CC(Nc3cnc(C(F)(F)F)cn3)C1C2,1
342,COc1ccc(NC(=O)c2ccc(NCC3CCCO3)c([N+](=O)[O-])c2)cc1,1
343,CC(C)(C)C(CO)NC(=O)c1ccc[nH]1,0
344,Cc1ccccc1NC(=O)NCCCN1CCCC1,0
345,CCOc1ccc(N2C(=O)CC(NCCc3c[nH]c4ccccc34)C2=O)cc1,1
346,Cc1cc(C)n2nc(C(=O)OCCOc3ccc(Br)cc3)nc2n1,0
347,CCC(C(=O)N1CCOCC1)n1c2ccccc2c2nc(=O)cc(C)n21,0
348,C[C@@H]1CN(C(=O)c2cccc(Cl)c2-n2nccn2)[C@H](Cc2cc(-c3ncccn3)ccc2F)CO1,1
349,CC(=O)C(C(c1ccccc1)c1c[nH]c2ccccc12)[N+](=O)[O-],0
350,CCOC(=O)C1=C(CSc2nc(-c3ccccc3)ccc2C#N)OC(N)=C(C#N)C1c1cccnc1,0
351,O=C(CN(Cc1ccccc1)C(=O)CCl)c1cccc(Br)c1,0
352,O=C(Nc1ccccc1C(=O)Nc1cccnc1)c1ccccc1,0
353,COCCNC(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,1
354,CCN(CC)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccc(C#N)cc1,1
355,O=C(c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1)N1CCN(c2ccccc2)CC1,0
356,O=C(O)c1ccc2c(=O)n(-c3ccccc3F)c(=S)[nH]c2c1,0
357,Cc1ccc(-c2ccccc2)c(C(=O)N2CC[C@H]2c2nc(-c3ccccc3OC(F)(F)F)no2)c1,1
358,Cc1ccc(-c2ccccn2)c(C(=O)N2CCC[C@@H](C)[C@H]2CNc2ncc(C#N)cn2)c1,1
359,CN(C)c1ccc(P(=O)(OCc2ccccc2)C(O)c2cccnc2)cc1,0
360,O=C(NCC(=O)N(Cc1cccs1)C(C(=O)NC1CCCC1)c1ccncc1)c1ccco1,0
361,Cc1cc(C(=O)OCC(=O)N2CCC(C)CC2)c2ccccc2n1,0
362,Cc1ccccc1NC(=S)N(CCCN1CCCCC1)Cc1ccco1,0
363,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4c(C)ccc5ccccc45)C[C@H]3C2)n1,1
364,COc1ccccc1-c1nnc(SCC(=O)N2CCOCC2)o1,0
365,C[C@@]1(C2=NC(c3ccccc3OC(F)(F)F)N=N2)CCCN1C(=O)c1ccc(Cl)cc1-n1nccn1,1
366,CCOCCCNC(=S)NCCCNc1nc2cc3c(cc2cc1C#N)OCO3,0
367,Cc1ccc(NC(=O)c2ccc(OCC3CCCO3)cc2)c(C)c1,0
368,CCn1cnc2cc(NC(=O)c3ccc(C)cc3)ccc21,0
369,COc1ccc(NC2CC3CCC2N3C(=O)c2ccccc2-n2nccn2)nc1,1
370,Cc1cc(C)nc(N2C[C@@H]3CCN(C(=O)c4c(C)noc4-c4cc(C)on4)C[C@@H]32)n1,1
371,CCS(=O)(=O)N1CCC(C(=O)N2CCOCC2)CC1,0
372,Cc1cccc(C)c1C(=O)N[C@H]1CCC[C@@H]1Nc1nc2ccc(F)cc2s1,1
373,FC(F)(F)c1cc(-c2cccs2)nc2ncnn12,1
374,O=C(c1ccccc1-n1cccc1)N1CC2CN(c3nccc(-c4ccccc4)n3)CC2C1,1
375,O=C(c1ccccc1-c1ncccn1)N1C2CCC1C(Nc1cnc(C(F)(F)F)cn1)C2,1
376,Cc1ccccc1OCC(=O)NCCNC(=O)c1ccccn1,0
377,Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)Nc2cc(C)on2)c1,1
378,C[C@@H]1CC[C@@H](Oc2nccc3c2C(=O)OC3(C)C)CN1C(=O)c1cc(F)ccc1-n1nccn1,1
379,O=C(N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1)c1c(F)cccc1C1CC1,1
380,C[C@@H]1CC[C@@H](Oc2cc(C#N)ccn2)CN1C(=O)c1ccccc1CC(F)(F)F,1
381,COc1ccc(N2CCN(C(=O)CCc3cc(OC)c(OC)c(OC)c3)CC2)cc1,0
382,CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(c1ccccc1)C2=O,1
383,CC1(C)C2CCC1(CS(=O)(=O)Nc1ccc(S(=O)(=O)NC3CCCCC3)cc1)C(=O)C2,0
384,CN(C)c1cccc2cccc(N(C)C)c12,0
385,CCC(=O)c1c(OCc2ccccc2)ccc2c(C)cc(=O)oc12,0
386,CCOC(=O)c1ccccc1C(=O)N1C[C@H](Oc2cc(C#N)ccn2)CC[C@H]1C,1
387,N#Cc1c(SCc2ccc(Cl)cc2)sc(C(=O)c2ccccc2)c1N,0
388,Oc1ccc(-c2nc3ccccc3s2)cc1,0
389,COc1ccc(OC)c(S(=O)(=O)Oc2ccc(N)c3ccccc23)c1,1
390,COCCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0
391,CCOC(=O)N(C)OC(=O)Nc1ccc(Cl)c(Cl)c1,0
392,CCc1cc(-c2[nH]nc(C)c2-c2nc3ccccc3s2)c(O)cc1OCC(=O)NN,0
393,CCCc1nc2oc3c(NCCN4CCOCC4)ncnc3c2c2c1CCCC2,0
394,CC1(C(=O)O)COC(c2ccc([N+](=O)[O-])cc2)OC1,0
395,COc1cc(NC(=O)CC(C)S(=O)(=O)c2cc3c(cc2C)NC(=O)CO3)cc(OC)c1OC,0
396,CCC(C(=O)Nc1ccc(C)cc1)c1ccccc1,0
397,Cc1noc(-c2ccccc2C(=O)N[C@H]2CCC[C@@H]2Nc2ncc(C(F)(F)F)nc2C)n1,1
398,Clc1ccc(Nc2nc(NCCN3CCOCC3)nc(N3CCOCC3)n2)cc1,0
399,O=C1C(Cl)=C(N2CCN(c3ccccc3[N+](=O)[O-])CC2)C(=O)c2ccccc21,1
400,Clc1ccc(CONc2ncnc3nonc23)c(Cl)c1,0
401,C[C@@H]1CC[C@@H](c2cc(C(C)(C)O)no2)CN1C(=O)c1ccccc1OCC(F)F,1
402,CS(=O)(=O)N1CCN(C(=O)c2ccncc2)CC1,0
403,Cc1nc2ccccc2c2oc(C(=O)NCC3COc4ccccc4O3)cc12,1
404,COCc1c(C(=O)OCc2nc(O)c3sccc3n2)oc2ccccc12,1
405,CN(Cc1ccccc1)c1ccc(C(CC(N)=O)NC(=O)Cc2cccc3ccccc23)cc1[N+](=O)[O-],0
406,COc1cccc(OC)c1C1CC(C)(C)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
407,CC(=O)Nc1ccc2c(c1)nc(CCN1CCC(C)CC1)n2C,0
408,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)OCC(=O)NC1CCS(=O)(=O)C1,0
409,Cc1nc(C(=O)N2CCCC2C2=NC3C(CO)=CC=CC3=N2)c(-c2ccccc2)s1,1
410,CCN1C(=O)CC(NNC(=O)c2ccc(Cl)cc2)C1=O,0
411,CCOC(=O)c1c(C)oc2c1c(C(c1cccnc1)N1CCCCC1)c(O)c1ccccc12,1
412,COc1ccc(C(CCNC(C)c2ccccc2)C(C)C)cc1,0
413,Cc1ccc(-n2nccn2)c(C(=O)N(C)[C@H](Cn2ccc(-c3ccc(F)cn3)n2)C(C)C)c1,1
414,C=C1C[C@@H](C2=NC3C(SC)=CC=CC3=N2)N(C(=O)c2nc(C)sc2-c2ccc(C)c(C)c2)C1,1
415,O=C(COC(=O)CCNS(=O)(=O)c1ccccc1)NC(=O)Cc1ccccc1,0
416,COc1ccc(Nc2ccc(-c3ccccc3F)nn2)c(OC)c1,0
417,CCOC(=O)N1CCN(C(=O)c2ccc(S(=O)(=O)NCc3ccco3)cc2)CC1,0
418,COc1cccc(F)c1C1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,1
419,COc1ccc(C(C(=O)NC2CCCC2)N(C(=O)c2snc(C(N)=O)c2N)c2cccc(O)c2)cc1,0
420,CC(C)CC1C2CC(Oc3ccc(C(F)(F)F)cn3)C(C2)N1C(=O)c1ccccc1-c1ncccn1,1
421,CC1CC(=O)NN1C(=O)c1ccccc1,0
422,COc1ccc(C(=O)N2CC3CN(c4nc5ccc(Cl)cc5s4)CC3C2)c(OC)c1,1
423,C=CCn1c(C)cc(C(=O)CSc2nc(O)c3ccccc3n2)c1C,1
424,O=C(Nc1ccc2c(c1)OCCO2)c1ncoc1-c1ccccc1,1
425,CC(C)c1ccc(CNC(=O)C(=O)Nc2nccs2)cc1,0
426,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3ccccc3-c3ccc(C)cc3)=NC2C=C1C,1
427,O=C(Nc1nccs1)C1CCN(S(=O)(=O)c2c(Cl)cccc2Cl)CC1,0
428,O=C(NCCC(=O)N1CCN(c2ccccn2)CC1)c1ccc([N+](=O)[O-])cc1,1
429,COc1ccccc1NC(=O)c1ccc(NC(=O)CSc2n[nH]c(N)n2)cc1,0
430,Cc1cc(C)c(Cn2ncn(-c3ccc(Br)cc3)c2=O)c(C)c1,0
431,C[C@@H]1CC(F)(F)CN(C(=O)c2nn(C)cc2-c2ccc(F)cc2)C1CNc1ncc(Cl)cn1,1
432,O=C(c1ccccc1-n1nccn1)N1CCOC1Cn1ccc(-c2ccc(F)cc2)n1,1
433,CCC(=O)N(Cc1cc2cccc(C)c2nc1O)c1ccccc1OC,0
434,O=C(NCCN1CCOCC1)c1cc2ccccc2oc1=O,0
435,COc1cc(OC)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,1
436,CCCCn1c(N)c(N(C)C(=O)C2CCCC2)c(=O)[nH]c1=O,0
437,CCOC(=O)c1cccc(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)c1,1
438,O=C(Nc1ccc(Cl)cc1)Nc1ccccc1NS(=O)(=O)c1cccs1,1
439,COc1ccc(C(=O)Nc2nnc(Cc3ccc(OC)c(OC)c3)s2)cc1,0
440,CSc1cccc(NC(=S)N2CCC(N(C)C3CCCC3)CC2)c1,0
441,Cc1ccc(NC(=S)NNC(=O)c2cccc([N+](=O)[O-])c2)cc1Cl,1
442,Cc1ccc(Cn2nc(C)cc2C(=O)Nc2ccc(Cl)cc2)cc1,1
443,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,1
444,Cc1ccc(C(=O)N2CC3CC(Oc4ccc(C(F)(F)F)cn4)C2C3)c(-n2nccn2)n1,1
445,O=C1CSC(c2ccc3c(c2)OCO3)N1c1ccc(Oc2ccccc2)cc1,0
446,Cn1cnnc1Sc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],1
447,Cc1cc(C(=O)COC(=O)c2ccc(N)c([N+](=O)[O-])c2)c(C)n1-c1ccc2c(c1)OCO2,1
448,COc1ccc(NC(=O)c2cc3c(Cl)nc4ccccc4c3s2)cc1OC,1
449,CC(C)Cc1nc(SCC(=O)N2CCCC2)c2c(=O)n(C)c(=O)n(C)c2n1,0
450,CCOc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(Br)cc2F)cc1OCC,0
451,O=C(NC1CCS(=O)(=O)C1)C1C2CC3CC(C2)CC1C3,0
452,C[C@@H]1CC[C@@H](Nc2nccc3c2C(=O)OC3(C)C)CN1C(=O)c1ccccc1-n1nccn1,1
453,O=C(CN1CCOCC1)Nc1cc([N+](=O)[O-])ccc1Cl,1
454,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@H](C#Cc3ccc(CO)nc3)CC[C@H]2C)c1,1
455,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3ccnc(c13)C2=O,1
456,Cc1ccc(-c2cn[nH]c2)c(C(=O)N2C[C@H](COc3ccc(F)cn3)CC[C@H]2C)c1,1
457,CN(c1cnc(C(F)(F)F)cn1)[C@H]1CCC[C@@H]1NC(=O)c1cc(F)ccc1-n1nccn1,1
458,CCOC(=O)C(CC)n1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O,0
459,CCN(CCN(C)c1nc(C)cc(C)n1)C(=O)c1ccccc1OC(F)F,1
460,COc1ccc(NC(=O)CSc2nc3sc(C)cc3c(=O)n2C)c(OC)c1,1
461,O=c1ccn(Cc2ccccc2)c(=O)n1Cc1ccccc1,0
462,Cc1nc(C(=O)N2CC[C@H](C)[C@H]2C2=NC3C(C(F)(F)F)=CC=CC3=N2)c(-c2ccc(F)c(F)c2)s1,1
463,COc1ccccc1NC(=O)c1ccc2c(c1)N(CC(=O)NC(C)(C)C)C(=O)C(C)(C)O2,0
464,O=C(c1ccccc1-n1nccn1)N1CC2CN(c3nccc(-c4ccccc4)n3)C2C1,1
465,COC(=O)c1c(NC(=O)c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)sc(C)c1C,0
466,O=C(c1ccccc1-n1nccn1)N1CC[C@H]2CCN(c3cc(O)ccn3)[C@H]2C1,1
467,O=C1c2ccccc2CCC1C(O)c1ccccn1,0
468,COc1ccc(-n2nccn2)c(C(=O)N2CC3CN(c4cc(N(C)C)nc(C)n4)CC3C2)c1,1
469,Cc1cc(Br)ccc1NS(=O)(=O)c1c(C)nc(O)nc1O,0
470,CCOCCCn1c(=N)c(C(N)=S)cc2c(=O)n3cccc(C)c3nc21,1
471,COc1ccccc1NC(=O)C(C)OC(=O)c1cccc(-n2cnnn2)c1,0
472,O=C1c2cccc3cccc(c23)C(=O)N1CCCn1ccnc1,1
473,CC(NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1)c1ccccn1,1
474,CCc1cccc(CC)c1NC(=S)Nc1ccc2c[nH]nc2c1,0
475,CCOC(=O)Nc1nc(-c2ccccc2)c(C(=O)c2ccc(Cl)cc2)s1,0
476,CCn1c(SCC(=O)Nc2sc3c(c2C#N)CCCC3)nnc1-c1ccco1,1
477,NS(=O)(=O)c1ccc(N=Nc2ccc(O)nc2O)cc1,1
478,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(C)cccc4-n4nccn4)CC3C2)n1,1
479,COCCCn1c(-c2cccs2)nc2nc3ccccc3nc21,0
480,COc1ccc(CNC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2c(C)noc2C)cc1,1
481,Cc1nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)ncc1Cl,1
482,COc1ccccc1NCC(=O)NNC(C)C(=O)Nc1cccc(Cl)c1,0
483,CCOC(=O)c1cnc(SCc2nc(N)nc(Nc3ccccc3)n2)nc1N,1
484,FC(F)(F)c1cccc(NC(=S)NNC(=S)Nc2cccc(C(F)(F)F)c2)c1,0
485,Cc1ccc(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cc(-c3ncccn3)ccc2F)c(-n2nccn2)c1C,1
486,Cc1cc(C)cc(NC(=O)c2ccc(S(=O)(=O)C(F)F)cc2)c1,0
487,CC1C2CC(Oc3ccc(C(F)(F)F)cn3)C(C2)N1C(=O)c1ncccc1-n1nccn1,1
488,CCCNC(=O)c1onc(CSc2ccccn2)c1C(=O)NCCC,0
489,CC(=O)N(C)c1ccc(N=Nc2c(C)nn(C(N)=S)c2O)cc1,1
490,CCOC(=O)c1c(C)[nH]c(N=Nc2cccc(C)c2)c1C,0
491,CC1CN(C(=O)CSc2nc(-c3ccccc3)cs2)CC(C)O1,0
492,COc1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1,0
493,COc1ccc(CCNC(=O)C(=O)c2c(C)[nH]c3ccccc23)cc1,0
494,CCOc1cc(F)cc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,1
495,O=C(c1ccccc1-c1ccccc1)N1CC2CN(c3nccc(-c4ccccc4)n3)CC2C1,1
496,CNC(=O)NC(=O)CSc1nnc(-c2ccco2)n1Cc1ccccc1,0
497,COc1ccc(N(CC(=O)N2CCc3ccccc3C2)S(=O)(=O)c2c(C)nn(C)c2C)cc1,1
498,CCOCCn1c(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,0
499,O=C(NCCCCc1ccccc1)C1CC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=NO1,0
500,COc1ccc(C(=O)NC(=S)NCc2ccccc2)cc1,0
501,Cc1c(NC(=O)CSc2nc[nH]n2)c(=O)n(-c2ccccc2)n1C,0
502,CCOC(=O)N1CCN(Cc2nc(N)nc(Nc3ccc(C)cc3C)n2)CC1,0
503,COc1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1,0
504,Cc1onc(-c2ccccc2)c1C(=O)NC(=S)Nc1sc2c(c1C#N)CCC(C)C2,0
505,COC1=CC2=NC([C@]3(C)CCCN3C(=O)c3cc(C)ccc3-c3ncccn3)=NC2C=C1OC,1
506,COc1ccc(CCN(C)C(=O)C(CCSC)NC(=O)c2ccco2)cc1OC,0
507,Cc1ccc(-n2nccn2)c(C(=O)N2C[C@@H](C)OC[C@H]2Cc2cccc(-c3ncccn3)c2)c1,1
508,COc1cc2[nH]c(=S)n(C3CCCC3)c(=O)c2cc1OC,0
509,CCCC(=O)Nc1ccc(-c2cnc(-c3ccc(NC(=O)CCC)cc3)nc2)cc1,0
510,COCCOC(=O)C1=C(C)NC(=O)NC1c1cn(-c2ccccc2)nc1-c1cccs1,0
511,Cc1ccnc(N2CC3CN(C(=O)c4ccccc4-c4nnc[nH]4)CC3C2)n1,1
512,COC(=O)c1nc([C@@H]2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)C2)oc1-c1ccccc1,1
513,CCOC(=O)C1=CN(Cc2cccc(F)c2)S(=O)(=O)N(CC)C1c1ccc(C(F)(F)F)cc1,0
514,O=C(COc1cccc2ccccc12)Nc1cc(Cl)ccc1C(=O)O,1
515,CC1CC(C)CN(C(=O)COC(=O)Cc2ccc(Br)cc2)C1,0
516,COC(=O)C1CCN(C(=O)Cc2c(OC)ccc3cc(Br)ccc23)CC1,0
517,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)c1ccc(C(=O)O)cc1,1
518,CCOc1cccc(F)c1C1CC(O)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1,1
519,O=C(CSc1nnc(-c2ccccc2)n1Cc1ccco1)Nc1ccc2c(c1)OCCO2,1
520,O=C(Nc1cccc([N+](=O)[O-])c1)c1ccncc1,1
521,CCCCN(C(=O)c1cccc(-c2ccc(OC(C)=O)cc2)c1)c1c(N)n(CCC)c(=O)[nH]c1=O,0
522,C=C1C[C@@H](C2=NC3C=C(OC)C=CC3=N2)N(C(=O)c2nc(C)sc2-c2cccc(F)c2)C1,1
523,CN(CC(=O)Nc1nc2ccccc2s1)S(=O)(=O)c1ccc(Br)cc1,1
524,Cc1cc2c(NC(=O)Nc3ccc(C(C)(C)C)cc3)cccc2nn1,0
525,COC(=O)c1ccc(S(=O)(=O)N2CCCN(Cc3ccccc3)CC2)n1C,0
526,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)Cn1nnc(-c2ccccc2C)n1,1
527,O=C(NNC(=O)c1cccnc1)NC1CCCCC1,0
528,O=C(c1ccccc1-c1cccs1)N1CC2CN(c3nccc(C4=CN=NC4)n3)CC2C1,1
529,CCOC(=O)c1ccc(NC(=O)CCNC(=O)c2ccc([N+](=O)[O-])cc2)cc1,0
530,CN(C(=O)CSc1ncnc2sc(-c3ccccc3)cc12)C1CCS(=O)(=O)C1,0
531,CSC1=CC=CC2=NC([C@@H]3CCCN3C(=O)c3c(-n4nccn4)ccc(C)c3F)=NC12,1
532,S=C(c1ccc(-c2ccccc2)o1)N1CCCCC1,0
533,CCC(NC(=O)Nc1nnc(C(F)(F)F)s1)(C(F)(F)F)C(F)(F)F,1
534,CC1C2CC(Oc3ccc(C(F)(F)F)cn3)C(C2)N1C(=O)c1cc2ccccc2nc1OCCO,1
535,CC1=CC2=NC([C@@H]3[C@@H](C)CCN3C(=O)c3ccccc3-n3nccn3)=NC2C=C1Cl,1
536,CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCC(O)CC2)s1,0
537,CC1CCC(NC(=O)CN(C)CC(=O)Nc2ccc(F)cc2)CC1,0
538,CCCN(CC(=O)Nc1ccccc1C)C(=O)c1cc(C)oc1C,0
539,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)C1CCCCC1,1
540,CC(C)(C)c1ccc(C(=O)n2cnc3ccccc32)cc1,0
